#,s,V vs. Ref.,V,V,bits
30692,30947.8,5.12E-01,5.12E-01,-3.34E-04,...........
30693,30948.8,5.12E-01,5.12E-01,-3.35E-04,...........
30694,30949.8,5.12E-01,5.12E-01,-3.37E-04,...........
30695,30950.8,5.12E-01,5.12E-01,-3.36E-04,...........
30696,30951.8,5.12E-01,5.12E-01,-3.36E-04,...........
30697,30952.8,5.12E-01,5.12E-01,-3.33E-04,...........
30698,30953.8,5.12E-01,5.12E-01,-3.43E-04,...........
30699,30954.8,5.12E-01,5.12E-01,-3.37E-04,...........
30700,30955.8,5.12E-01,5.12E-01,-3.34E-04,...........
30701,30956.8,5.12E-01,5.12E-01,-3.38E-04,...........
30702,30957.8,5.12E-01,5.12E-01,-3.38E-04,...........
30703,30958.9,5.12E-01,5.12E-01,-3.40E-04,...........
30704,30959.9,5.12E-01,5.12E-01,-3.35E-04,...........
30705,30960.9,5.12E-01,5.12E-01,-3.35E-04,...........
30706,30961.9,5.12E-01,5.12E-01,-3.34E-04,...........
30707,30962.9,5.12E-01,5.12E-01,-3.39E-04,...........
30708,30963.9,5.12E-01,5.12E-01,-3.37E-04,...........
30709,30964.9,5.12E-01,5.12E-01,-3.42E-04,...........
30710,30965.9,5.12E-01,5.12E-01,-3.39E-04,...........
30711,30966.9,5.12E-01,5.12E-01,-3.37E-04,...........
30712,30967.9,5.12E-01,5.12E-01,-3.36E-04,...........
30713,30968.9,5.12E-01,5.12E-01,-3.34E-04,...........
30714,30969.9,5.12E-01,5.12E-01,-3.38E-04,...........
30715,30971,5.12E-01,5.12E-01,-3.36E-04,...........
30716,30972,5.12E-01,5.12E-01,-3.36E-04,...........
30717,30973,5.12E-01,5.12E-01,-3.34E-04,...........
30718,30974,5.12E-01,5.12E-01,-3.35E-04,...........
30719,30975,5.12E-01,5.12E-01,-3.36E-04,...........
30720,30976,5.12E-01,5.12E-01,-3.37E-04,...........
30721,30977,5.12E-01,5.12E-01,-3.38E-04,...........
30722,30978,5.12E-01,5.12E-01,-3.43E-04,...........
30723,30979,5.12E-01,5.12E-01,-3.35E-04,...........
30724,30980,5.12E-01,5.12E-01,-3.30E-04,...........
30725,30981,5.12E-01,5.12E-01,-3.38E-04,...........
30726,30982,5.12E-01,5.12E-01,-3.32E-04,...........
30727,30983.1,5.12E-01,5.12E-01,-3.35E-04,...........
30728,30984.1,5.12E-01,5.12E-01,-3.37E-04,...........
30729,30985.1,5.12E-01,5.12E-01,-3.29E-04,...........
30730,30986.1,5.12E-01,5.12E-01,-3.33E-04,...........
30731,30987.1,5.12E-01,5.12E-01,-3.27E-04,...........
30732,30988.1,5.12E-01,5.12E-01,-3.27E-04,...........
30733,30989.1,5.12E-01,5.12E-01,-3.29E-04,...........
30734,30990.1,5.12E-01,5.12E-01,-3.34E-04,...........
30735,30991.1,5.12E-01,5.12E-01,-3.35E-04,...........
30736,30992.1,5.12E-01,5.12E-01,-3.36E-04,...........
30737,30993.1,5.12E-01,5.12E-01,-3.40E-04,...........
30738,30994.2,5.12E-01,5.12E-01,-3.38E-04,...........
30739,30995.2,5.12E-01,5.12E-01,-3.36E-04,...........
30740,30996.2,5.12E-01,5.12E-01,-3.38E-04,...........
30741,30997.2,5.12E-01,5.12E-01,-3.28E-04,...........
30742,30998.2,5.12E-01,5.12E-01,-3.33E-04,...........
30743,30999.2,5.12E-01,5.12E-01,-3.29E-04,...........
30744,31000.2,5.12E-01,5.11E-01,-3.33E-04,...........
30745,31001.2,5.12E-01,5.11E-01,-3.34E-04,...........
30746,31002.2,5.12E-01,5.11E-01,-3.34E-04,...........
30747,31003.2,5.12E-01,5.11E-01,-3.37E-04,...........
30748,31004.2,5.11E-01,5.11E-01,-3.35E-04,...........
30749,31005.2,5.11E-01,5.11E-01,-3.35E-04,...........
30750,31006.3,5.11E-01,5.11E-01,-3.36E-04,...........
30751,31007.3,5.11E-01,5.11E-01,-3.32E-04,...........
30752,31008.3,5.11E-01,5.11E-01,-3.33E-04,...........
30753,31009.3,5.11E-01,5.11E-01,-3.33E-04,...........
30754,31010.3,5.11E-01,5.11E-01,-3.35E-04,...........
30755,31011.3,5.11E-01,5.11E-01,-3.32E-04,...........
30756,31012.3,5.11E-01,5.11E-01,-3.35E-04,...........
30757,31013.3,5.11E-01,5.11E-01,-3.39E-04,...........
30758,31014.3,5.11E-01,5.11E-01,-3.33E-04,...........
30759,31015.3,5.11E-01,5.11E-01,-3.34E-04,...........
30760,31016.3,5.11E-01,5.11E-01,-3.26E-04,...........
30761,31017.3,5.11E-01,5.11E-01,-3.26E-04,...........
30762,31018.3,5.11E-01,5.11E-01,-3.30E-04,...........
30763,31019.4,5.11E-01,5.11E-01,-3.30E-04,...........
30764,31020.4,5.11E-01,5.11E-01,-3.34E-04,...........
30765,31021.4,5.11E-01,5.11E-01,-3.31E-04,...........
30766,31022.4,5.11E-01,5.11E-01,-3.35E-04,...........
30767,31023.4,5.11E-01,5.11E-01,-3.31E-04,...........
30768,31024.4,5.11E-01,5.11E-01,-3.33E-04,...........
30769,31025.4,5.11E-01,5.11E-01,-3.30E-04,...........
30770,31026.4,5.11E-01,5.11E-01,-3.34E-04,...........
30771,31027.4,5.11E-01,5.11E-01,-3.36E-04,...........
30772,31028.4,5.11E-01,5.11E-01,-3.34E-04,...........
30773,31029.4,5.11E-01,5.11E-01,-3.31E-04,...........
30774,31030.4,5.11E-01,5.11E-01,-3.29E-04,...........
30775,31031.5,5.11E-01,5.11E-01,-3.30E-04,...........
30776,31032.5,5.11E-01,5.11E-01,-3.35E-04,...........
30777,31033.5,5.11E-01,5.11E-01,-3.39E-04,...........
30778,31034.5,5.11E-01,5.11E-01,-3.36E-04,...........
30779,31035.5,5.11E-01,5.11E-01,-3.34E-04,...........
30780,31036.5,5.11E-01,5.11E-01,-3.31E-04,...........
30781,31037.5,5.11E-01,5.11E-01,-3.34E-04,...........
30782,31038.5,5.11E-01,5.11E-01,-3.38E-04,...........
30783,31039.5,5.11E-01,5.11E-01,-3.36E-04,...........
30784,31040.5,5.11E-01,5.11E-01,-3.29E-04,...........
30785,31041.5,5.11E-01,5.11E-01,-3.38E-04,...........
30786,31042.5,5.11E-01,5.11E-01,-3.35E-04,...........
30787,31043.6,5.11E-01,5.11E-01,-3.37E-04,...........
30788,31044.6,5.11E-01,5.11E-01,-3.29E-04,...........
30789,31045.6,5.11E-01,5.11E-01,-3.28E-04,...........
30790,31046.6,5.11E-01,5.11E-01,-3.31E-04,...........
30791,31047.6,5.11E-01,5.11E-01,-3.35E-04,...........
30792,31048.6,5.11E-01,5.11E-01,-3.35E-04,...........
30793,31049.6,5.11E-01,5.11E-01,-3.36E-04,...........
30794,31050.6,5.11E-01,5.11E-01,-3.39E-04,...........
30795,31051.6,5.11E-01,5.11E-01,-3.32E-04,...........
30796,31052.6,5.11E-01,5.11E-01,-3.28E-04,...........
30797,31053.6,5.11E-01,5.11E-01,-3.31E-04,...........
30798,31054.7,5.11E-01,5.11E-01,-3.33E-04,...........
30799,31055.7,5.11E-01,5.11E-01,-3.38E-04,...........
30800,31056.7,5.11E-01,5.11E-01,-3.39E-04,...........
30801,31057.7,5.11E-01,5.11E-01,-3.35E-04,...........
30802,31058.7,5.11E-01,5.11E-01,-3.37E-04,...........
30803,31059.7,5.11E-01,5.11E-01,-3.32E-04,...........
30804,31060.7,5.11E-01,5.11E-01,-3.35E-04,...........
30805,31061.7,5.11E-01,5.11E-01,-3.34E-04,...........
30806,31062.7,5.11E-01,5.11E-01,-3.41E-04,...........
30807,31063.7,5.11E-01,5.11E-01,-3.35E-04,...........
30808,31064.7,5.11E-01,5.11E-01,-3.35E-04,...........
30809,31065.7,5.11E-01,5.11E-01,-3.41E-04,...........
30810,31066.7,5.11E-01,5.11E-01,-3.35E-04,...........
30811,31067.8,5.11E-01,5.11E-01,-3.36E-04,...........
30812,31068.8,5.11E-01,5.11E-01,-3.35E-04,...........
30813,31069.8,5.11E-01,5.11E-01,-3.38E-04,...........
30814,31070.8,5.11E-01,5.11E-01,-3.34E-04,...........
30815,31071.8,5.11E-01,5.11E-01,-3.34E-04,...........
30816,31072.8,5.11E-01,5.11E-01,-3.29E-04,...........
30817,31073.8,5.11E-01,5.11E-01,-3.34E-04,...........
30818,31074.8,5.11E-01,5.11E-01,-3.38E-04,...........
30819,31075.8,5.11E-01,5.11E-01,-3.33E-04,...........
30820,31076.8,5.11E-01,5.11E-01,-3.36E-04,...........
30821,31077.8,5.11E-01,5.11E-01,-3.38E-04,...........
30822,31078.8,5.11E-01,5.11E-01,-3.36E-04,...........
30823,31079.9,5.11E-01,5.11E-01,-3.38E-04,...........
30824,31080.9,5.11E-01,5.11E-01,-3.33E-04,...........
30825,31081.9,5.11E-01,5.11E-01,-3.31E-04,...........
30826,31082.9,5.11E-01,5.11E-01,-3.38E-04,...........
30827,31083.9,5.11E-01,5.11E-01,-3.35E-04,...........
30828,31084.9,5.11E-01,5.11E-01,-3.33E-04,...........
30829,31085.9,5.11E-01,5.11E-01,-3.34E-04,...........
30830,31086.9,5.11E-01,5.11E-01,-3.41E-04,...........
30831,31087.9,5.11E-01,5.11E-01,-3.39E-04,...........
30832,31088.9,5.11E-01,5.11E-01,-3.37E-04,...........
30833,31089.9,5.11E-01,5.11E-01,-3.39E-04,...........
30834,31090.9,5.11E-01,5.11E-01,-3.32E-04,...........
30835,31092,5.11E-01,5.11E-01,-3.33E-04,...........
30836,31093,5.11E-01,5.11E-01,-3.35E-04,...........
30837,31094,5.11E-01,5.11E-01,-3.38E-04,...........
30838,31095,5.11E-01,5.11E-01,-3.36E-04,...........
30839,31096,5.11E-01,5.11E-01,-3.33E-04,...........
30840,31097,5.11E-01,5.11E-01,-3.32E-04,...........
30841,31098,5.11E-01,5.11E-01,-3.31E-04,...........
30842,31099,5.11E-01,5.11E-01,-3.30E-04,...........
30843,31100,5.11E-01,5.11E-01,-3.30E-04,...........
30844,31101,5.11E-01,5.11E-01,-3.34E-04,...........
30845,31102,5.11E-01,5.11E-01,-3.33E-04,...........
30846,31103,5.11E-01,5.11E-01,-3.34E-04,...........
30847,31104.1,5.11E-01,5.11E-01,-3.35E-04,...........
30848,31105.1,5.11E-01,5.11E-01,-3.30E-04,...........
30849,31106.1,5.11E-01,5.11E-01,-3.34E-04,...........
30850,31107.1,5.11E-01,5.11E-01,-3.32E-04,...........
30851,31108.1,5.11E-01,5.11E-01,-3.28E-04,...........
30852,31109.1,5.11E-01,5.11E-01,-3.31E-04,...........
30853,31110.1,5.11E-01,5.11E-01,-3.31E-04,...........
30854,31111.1,5.11E-01,5.11E-01,-3.31E-04,...........
30855,31112.1,5.11E-01,5.11E-01,-3.35E-04,...........
30856,31113.1,5.11E-01,5.11E-01,-3.31E-04,...........
30857,31114.1,5.11E-01,5.11E-01,-3.30E-04,...........
30858,31115.2,5.11E-01,5.11E-01,-3.34E-04,...........
30859,31116.2,5.11E-01,5.11E-01,-3.29E-04,...........
30860,31117.2,5.11E-01,5.11E-01,-3.32E-04,...........
30861,31118.2,5.11E-01,5.11E-01,-3.31E-04,...........
30862,31119.2,5.11E-01,5.11E-01,-3.28E-04,...........
30863,31120.2,5.11E-01,5.11E-01,-3.36E-04,...........
30864,31121.2,5.11E-01,5.11E-01,-3.31E-04,...........
30865,31122.2,5.11E-01,5.11E-01,-3.32E-04,...........
30866,31123.2,5.11E-01,5.11E-01,-3.29E-04,...........
30867,31124.2,5.11E-01,5.11E-01,-3.28E-04,...........
30868,31125.2,5.11E-01,5.11E-01,-3.27E-04,...........
30869,31126.2,5.11E-01,5.11E-01,-3.33E-04,...........
30870,31127.2,5.11E-01,5.11E-01,-3.33E-04,...........
30871,31128.3,5.11E-01,5.11E-01,-3.26E-04,...........
30872,31129.3,5.11E-01,5.11E-01,-3.33E-04,...........
30873,31130.3,5.11E-01,5.11E-01,-3.31E-04,...........
30874,31131.3,5.11E-01,5.11E-01,-3.30E-04,...........
30875,31132.3,5.11E-01,5.11E-01,-3.30E-04,...........
30876,31133.3,5.11E-01,5.11E-01,-3.30E-04,...........
30877,31134.3,5.11E-01,5.11E-01,-3.25E-04,...........
30878,31135.3,5.11E-01,5.11E-01,-3.25E-04,...........
30879,31136.3,5.11E-01,5.11E-01,-3.28E-04,...........
30880,31137.3,5.11E-01,5.11E-01,-3.30E-04,...........
30881,31138.3,5.11E-01,5.11E-01,-3.28E-04,...........
30882,31139.3,5.11E-01,5.11E-01,-3.31E-04,...........
30883,31140.4,5.11E-01,5.11E-01,-3.32E-04,...........
30884,31141.4,5.11E-01,5.11E-01,-3.30E-04,...........
30885,31142.4,5.11E-01,5.11E-01,-3.26E-04,...........
30886,31143.4,5.11E-01,5.11E-01,-3.29E-04,...........
30887,31144.4,5.11E-01,5.11E-01,-3.24E-04,...........
30888,31145.4,5.11E-01,5.11E-01,-3.27E-04,...........
30889,31146.4,5.11E-01,5.11E-01,-3.24E-04,...........
30890,31147.4,5.11E-01,5.11E-01,-3.25E-04,...........
30891,31148.4,5.11E-01,5.11E-01,-3.25E-04,...........
30892,31149.4,5.11E-01,5.11E-01,-3.30E-04,...........
30893,31150.4,5.11E-01,5.11E-01,-3.31E-04,...........
30894,31151.4,5.11E-01,5.11E-01,-3.29E-04,...........
30895,31152.5,5.11E-01,5.11E-01,-3.32E-04,...........
30896,31153.5,5.11E-01,5.11E-01,-3.21E-04,...........
30897,31154.5,5.11E-01,5.11E-01,-3.24E-04,...........
30898,31155.5,5.11E-01,5.11E-01,-3.22E-04,...........
30899,31156.5,5.11E-01,5.11E-01,-3.29E-04,...........
30900,31157.5,5.11E-01,5.11E-01,-3.24E-04,...........
30901,31158.5,5.11E-01,5.11E-01,-3.29E-04,...........
30902,31159.5,5.11E-01,5.11E-01,-3.25E-04,...........
30903,31160.5,5.11E-01,5.11E-01,-3.23E-04,...........
30904,31161.5,5.11E-01,5.11E-01,-3.29E-04,...........
30905,31162.5,5.11E-01,5.11E-01,-3.26E-04,...........
30906,31163.5,5.11E-01,5.11E-01,-3.25E-04,...........
30907,31164.6,5.11E-01,5.11E-01,-3.30E-04,...........
30908,31165.6,5.11E-01,5.11E-01,-3.22E-04,...........
30909,31166.6,5.11E-01,5.11E-01,-3.26E-04,...........
30910,31167.6,5.11E-01,5.11E-01,-3.28E-04,...........
30911,31168.6,5.11E-01,5.11E-01,-3.30E-04,...........
30912,31169.6,5.11E-01,5.11E-01,-3.28E-04,...........
30913,31170.6,5.11E-01,5.11E-01,-3.28E-04,...........
30914,31171.6,5.11E-01,5.11E-01,-3.25E-04,...........
30915,31172.6,5.11E-01,5.11E-01,-3.31E-04,...........
30916,31173.6,5.11E-01,5.11E-01,-3.32E-04,...........
30917,31174.6,5.11E-01,5.11E-01,-3.30E-04,...........
30918,31175.7,5.11E-01,5.11E-01,-3.28E-04,...........
30919,31176.7,5.11E-01,5.11E-01,-3.30E-04,...........
30920,31177.7,5.11E-01,5.11E-01,-3.31E-04,...........
30921,31178.7,5.11E-01,5.11E-01,-3.36E-04,...........
30922,31179.7,5.11E-01,5.11E-01,-3.31E-04,...........
30923,31180.7,5.11E-01,5.11E-01,-3.32E-04,...........
30924,31181.7,5.11E-01,5.11E-01,-3.31E-04,...........
30925,31182.7,5.11E-01,5.11E-01,-3.27E-04,...........
30926,31183.7,5.11E-01,5.11E-01,-3.28E-04,...........
30927,31184.7,5.11E-01,5.11E-01,-3.27E-04,...........
30928,31185.7,5.11E-01,5.11E-01,-3.33E-04,...........
30929,31186.7,5.11E-01,5.11E-01,-3.32E-04,...........
30930,31187.8,5.11E-01,5.11E-01,-3.31E-04,...........
30931,31188.8,5.11E-01,5.11E-01,-3.29E-04,...........
30932,31189.8,5.11E-01,5.11E-01,-3.32E-04,...........
30933,31190.8,5.11E-01,5.11E-01,-3.29E-04,...........
30934,31191.8,5.11E-01,5.11E-01,-3.31E-04,...........
30935,31192.8,5.11E-01,5.11E-01,-3.33E-04,...........
30936,31193.8,5.11E-01,5.11E-01,-3.32E-04,...........
30937,31194.8,5.11E-01,5.11E-01,-3.33E-04,...........
30938,31195.8,5.11E-01,5.11E-01,-3.31E-04,...........
30939,31196.8,5.11E-01,5.11E-01,-3.39E-04,...........
30940,31197.8,5.11E-01,5.11E-01,-3.33E-04,...........
30941,31198.8,5.11E-01,5.11E-01,-3.31E-04,...........
30942,31199.8,5.11E-01,5.11E-01,-3.32E-04,...........
30943,31200.9,5.11E-01,5.11E-01,-3.27E-04,...........
30944,31201.9,5.11E-01,5.11E-01,-3.31E-04,...........
30945,31202.9,5.11E-01,5.11E-01,-3.26E-04,...........
30946,31203.9,5.11E-01,5.11E-01,-3.27E-04,...........
30947,31204.9,5.11E-01,5.11E-01,-3.27E-04,...........
30948,31205.9,5.11E-01,5.11E-01,-3.30E-04,...........
30949,31206.9,5.11E-01,5.11E-01,-3.27E-04,...........
30950,31207.9,5.11E-01,5.11E-01,-3.29E-04,...........
30951,31208.9,5.11E-01,5.11E-01,-3.25E-04,...........
30952,31209.9,5.11E-01,5.11E-01,-3.30E-04,...........
30953,31210.9,5.11E-01,5.11E-01,-3.28E-04,...........
30954,31211.9,5.11E-01,5.11E-01,-3.31E-04,...........
30955,31213,5.11E-01,5.11E-01,-3.36E-04,...........
30956,31214,5.11E-01,5.11E-01,-3.32E-04,...........
30957,31215,5.11E-01,5.11E-01,-3.26E-04,...........
30958,31216,5.11E-01,5.11E-01,-3.27E-04,...........
30959,31217,5.11E-01,5.11E-01,-3.30E-04,...........
30960,31218,5.11E-01,5.11E-01,-3.34E-04,...........
30961,31219,5.11E-01,5.11E-01,-3.27E-04,...........
30962,31220,5.11E-01,5.11E-01,-3.30E-04,...........
30963,31221,5.11E-01,5.11E-01,-3.35E-04,...........
30964,31222,5.11E-01,5.11E-01,-3.33E-04,...........
30965,31223,5.11E-01,5.10E-01,-3.32E-04,...........
30966,31224,5.11E-01,5.10E-01,-3.32E-04,...........
30967,31225.1,5.11E-01,5.10E-01,-3.28E-04,...........
30968,31226.1,5.10E-01,5.10E-01,-3.31E-04,...........
30969,31227.1,5.10E-01,5.10E-01,-3.33E-04,...........
30970,31228.1,5.10E-01,5.10E-01,-3.29E-04,...........
30971,31229.1,5.10E-01,5.10E-01,-3.25E-04,...........
30972,31230.1,5.10E-01,5.10E-01,-3.30E-04,...........
30973,31231.1,5.10E-01,5.10E-01,-3.33E-04,...........
30974,31232.1,5.10E-01,5.10E-01,-3.33E-04,...........
30975,31233.1,5.10E-01,5.10E-01,-3.34E-04,...........
30976,31234.1,5.10E-01,5.10E-01,-3.34E-04,...........
30977,31235.1,5.10E-01,5.10E-01,-3.26E-04,...........
30978,31236.2,5.10E-01,5.10E-01,-3.23E-04,...........
30979,31237.2,5.10E-01,5.10E-01,-3.28E-04,...........
30980,31238.2,5.10E-01,5.10E-01,-3.31E-04,...........
30981,31239.2,5.10E-01,5.10E-01,-3.36E-04,...........
30982,31240.2,5.10E-01,5.10E-01,-3.30E-04,...........
30983,31241.2,5.10E-01,5.10E-01,-3.33E-04,...........
30984,31242.2,5.10E-01,5.10E-01,-3.31E-04,...........
30985,31243.2,5.10E-01,5.10E-01,-3.28E-04,...........
30986,31244.2,5.10E-01,5.10E-01,-3.31E-04,...........
30987,31245.2,5.10E-01,5.11E-01,-3.28E-04,...........
30988,31246.2,5.10E-01,5.11E-01,-3.30E-04,...........
30989,31247.2,5.10E-01,5.11E-01,-3.26E-04,...........
30990,31248.3,5.11E-01,5.11E-01,-3.34E-04,...........
30991,31249.3,5.11E-01,5.11E-01,-3.31E-04,...........
30992,31250.3,5.11E-01,5.11E-01,-3.31E-04,...........
30993,31251.3,5.11E-01,5.11E-01,-3.34E-04,...........
30994,31252.3,5.11E-01,5.11E-01,-3.31E-04,...........
30995,31253.3,5.11E-01,5.11E-01,-3.30E-04,...........
30996,31254.3,5.11E-01,5.11E-01,-3.30E-04,...........
30997,31255.3,5.11E-01,5.11E-01,-3.28E-04,...........
30998,31256.3,5.11E-01,5.11E-01,-3.30E-04,...........
30999,31257.3,5.11E-01,5.11E-01,-3.28E-04,...........
31000,31258.3,5.11E-01,5.11E-01,-3.29E-04,...........
31001,31259.3,5.11E-01,5.11E-01,-3.32E-04,...........
31002,31260.3,5.11E-01,5.11E-01,-3.29E-04,...........
31003,31261.4,5.11E-01,5.11E-01,-3.31E-04,...........
31004,31262.4,5.11E-01,5.11E-01,-3.32E-04,...........
31005,31263.4,5.11E-01,5.11E-01,-3.34E-04,...........
31006,31264.4,5.11E-01,5.11E-01,-3.36E-04,...........
31007,31265.4,5.11E-01,5.11E-01,-3.39E-04,...........
31008,31266.4,5.11E-01,5.11E-01,-3.36E-04,...........
31009,31267.4,5.11E-01,5.11E-01,-3.29E-04,...........
31010,31268.4,5.11E-01,5.11E-01,-3.36E-04,...........
31011,31269.4,5.11E-01,5.11E-01,-3.30E-04,...........
31012,31270.4,5.11E-01,5.11E-01,-3.30E-04,...........
31013,31271.4,5.11E-01,5.11E-01,-3.36E-04,...........
31014,31272.4,5.11E-01,5.11E-01,-3.33E-04,...........
31015,31273.5,5.11E-01,5.11E-01,-3.34E-04,...........
31016,31274.5,5.11E-01,5.11E-01,-3.31E-04,...........
31017,31275.5,5.11E-01,5.11E-01,-3.35E-04,...........
31018,31276.5,5.11E-01,5.11E-01,-3.33E-04,...........
31019,31277.5,5.11E-01,5.11E-01,-3.30E-04,...........
31020,31278.5,5.11E-01,5.11E-01,-3.31E-04,...........
31021,31279.5,5.11E-01,5.11E-01,-3.32E-04,...........
31022,31280.5,5.11E-01,5.11E-01,-3.36E-04,...........
31023,31281.5,5.11E-01,5.11E-01,-3.35E-04,...........
31024,31282.5,5.11E-01,5.11E-01,-3.34E-04,...........
31025,31283.5,5.11E-01,5.11E-01,-3.34E-04,...........
31026,31284.5,5.11E-01,5.11E-01,-3.33E-04,...........
31027,31285.6,5.11E-01,5.11E-01,-3.35E-04,...........
31028,31286.6,5.11E-01,5.11E-01,-3.34E-04,...........
31029,31287.6,5.11E-01,5.11E-01,-3.33E-04,...........
31030,31288.6,5.11E-01,5.11E-01,-3.33E-04,...........
31031,31289.6,5.11E-01,5.11E-01,-3.30E-04,...........
31032,31290.6,5.11E-01,5.11E-01,-3.31E-04,...........
31033,31291.6,5.11E-01,5.11E-01,-3.27E-04,...........
31034,31292.6,5.11E-01,5.11E-01,-3.27E-04,...........
31035,31293.6,5.11E-01,5.11E-01,-3.27E-04,...........
31036,31294.6,5.11E-01,5.11E-01,-3.30E-04,...........
31037,31295.6,5.11E-01,5.11E-01,-3.33E-04,...........
31038,31296.7,5.11E-01,5.10E-01,-3.32E-04,...........
31039,31297.7,5.11E-01,5.10E-01,-3.34E-04,...........
31040,31298.7,5.11E-01,5.10E-01,-3.31E-04,...........
31041,31299.7,5.10E-01,5.10E-01,-3.29E-04,...........
31042,31300.7,5.10E-01,5.10E-01,-3.28E-04,...........
31043,31301.7,5.10E-01,5.10E-01,-3.29E-04,...........
31044,31302.7,5.10E-01,5.10E-01,-3.29E-04,...........
31045,31303.7,5.10E-01,5.10E-01,-3.27E-04,...........
31046,31304.7,5.10E-01,5.10E-01,-3.28E-04,...........
31047,31305.7,5.10E-01,5.10E-01,-3.26E-04,...........
31048,31306.7,5.10E-01,5.10E-01,-3.31E-04,...........
31049,31307.7,5.10E-01,5.10E-01,-3.34E-04,...........
31050,31308.7,5.10E-01,5.10E-01,-3.32E-04,...........
31051,31309.8,5.10E-01,5.10E-01,-3.28E-04,...........
31052,31310.8,5.10E-01,5.10E-01,-3.28E-04,...........
31053,31311.8,5.10E-01,5.10E-01,-3.32E-04,...........
31054,31312.8,5.10E-01,5.10E-01,-3.30E-04,...........
31055,31313.8,5.10E-01,5.10E-01,-3.28E-04,...........
31056,31314.8,5.10E-01,5.10E-01,-3.29E-04,...........
31057,31315.8,5.10E-01,5.10E-01,-3.31E-04,...........
31058,31316.8,5.10E-01,5.10E-01,-3.34E-04,...........
31059,31317.8,5.10E-01,5.10E-01,-3.35E-04,...........
31060,31318.8,5.10E-01,5.10E-01,-3.35E-04,...........
31061,31319.8,5.10E-01,5.10E-01,-3.34E-04,...........
31062,31320.8,5.10E-01,5.10E-01,-3.39E-04,...........
31063,31321.9,5.10E-01,5.10E-01,-3.33E-04,...........
31064,31322.9,5.10E-01,5.10E-01,-3.31E-04,...........
31065,31323.9,5.10E-01,5.10E-01,-3.31E-04,...........
31066,31324.9,5.10E-01,5.10E-01,-3.39E-04,...........
31067,31325.9,5.10E-01,5.10E-01,-3.34E-04,...........
31068,31326.9,5.10E-01,5.10E-01,-3.35E-04,...........
31069,31327.9,5.10E-01,5.10E-01,-3.37E-04,...........
31070,31328.9,5.10E-01,5.10E-01,-3.35E-04,...........
31071,31329.9,5.10E-01,5.10E-01,-3.35E-04,...........
31072,31330.9,5.10E-01,5.10E-01,-3.35E-04,...........
31073,31331.9,5.10E-01,5.10E-01,-3.33E-04,...........
31074,31332.9,5.10E-01,5.10E-01,-3.33E-04,...........
31075,31334,5.10E-01,5.10E-01,-3.28E-04,...........
31076,31335,5.10E-01,5.10E-01,-3.31E-04,...........
31077,31336,5.10E-01,5.10E-01,-3.30E-04,...........
31078,31337,5.10E-01,5.10E-01,-3.33E-04,...........
31079,31338,5.10E-01,5.10E-01,-3.28E-04,...........
31080,31339,5.10E-01,5.10E-01,-3.29E-04,...........
31081,31340,5.10E-01,5.10E-01,-3.25E-04,...........
31082,31341,5.10E-01,5.10E-01,-3.26E-04,...........
31083,31342,5.10E-01,5.10E-01,-3.29E-04,...........
31084,31343,5.10E-01,5.10E-01,-3.31E-04,...........
31085,31344,5.10E-01,5.10E-01,-3.35E-04,...........
31086,31345,5.10E-01,5.10E-01,-3.34E-04,...........
31087,31346.1,5.10E-01,5.10E-01,-3.34E-04,...........
31088,31347.1,5.10E-01,5.10E-01,-3.34E-04,...........
31089,31348.1,5.10E-01,5.10E-01,-3.32E-04,...........
31090,31349.1,5.10E-01,5.10E-01,-3.27E-04,...........
31091,31350.1,5.10E-01,5.10E-01,-3.30E-04,...........
31092,31351.1,5.10E-01,5.10E-01,-3.31E-04,...........
31093,31352.1,5.10E-01,5.10E-01,-3.29E-04,...........
31094,31353.1,5.10E-01,5.10E-01,-3.36E-04,...........
31095,31354.1,5.10E-01,5.10E-01,-3.37E-04,...........
31096,31355.1,5.10E-01,5.10E-01,-3.33E-04,...........
31097,31356.1,5.10E-01,5.10E-01,-3.36E-04,...........
31098,31357.2,5.10E-01,5.10E-01,-3.30E-04,...........
31099,31358.2,5.10E-01,5.10E-01,-3.33E-04,...........
31100,31359.2,5.10E-01,5.10E-01,-3.37E-04,...........
31101,31360.2,5.10E-01,5.10E-01,-3.35E-04,...........
31102,31361.2,5.10E-01,5.10E-01,-3.38E-04,...........
31103,31362.2,5.10E-01,5.10E-01,-3.32E-04,...........
